Linux 6.17.0-20-generic (ubuntu) 	21.04.2026 	_x86_64_	(4 CPU)

09:09:49        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:23:59        all      0,08      0,00      0,31      0,05      0,00     99,57
09:23:59          0      0,30      0,00      1,20      0,00      0,00     98,50
09:23:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:23:59          2      0,00      0,00      0,00      0,20      0,00     99,80
09:23:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:24:09        all      0,15      0,00      0,51      0,05      0,00     99,29
09:24:09          0      0,40      0,00      1,70      0,00      0,00     97,90
09:24:09          1      0,21      0,00      0,11      0,00      0,00     99,68
09:24:09          2      0,00      0,00      0,10      0,20      0,00     99,70
09:24:09          3      0,00      0,00      0,10      0,00      0,00     99,90
09:24:19        all      0,18      0,00      0,33      0,03      0,00     99,47
09:24:19          0      0,30      0,00      1,00      0,00      0,00     98,70
09:24:19          1      0,43      0,00      0,11      0,00      0,00     99,47
09:24:19          2      0,00      0,00      0,10      0,10      0,00     99,80
09:24:19          3      0,00      0,00      0,10      0,00      0,00     99,90
09:24:29        all      0,18      0,00      0,43      0,05      0,00     99,34
09:24:29          0      0,40      0,00      1,60      0,00      0,00     98,00
09:24:29          1      0,32      0,00      0,00      0,11      0,00     99,57
09:24:29          2      0,00      0,00      0,10      0,10      0,00     99,80
09:24:29          3      0,00      0,00      0,00      0,00      0,00    100,00

09:24:29        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:24:39        all      0,13      0,00      0,43      0,03      0,00     99,41
09:24:39          0      0,30      0,00      1,60      0,00      0,00     98,10
09:24:39          1      0,21      0,00      0,11      0,00      0,00     99,68
09:24:39          2      0,00      0,00      0,00      0,10      0,00     99,90
09:24:39          3      0,00      0,00      0,00      0,00      0,00    100,00
09:24:49        all      0,18      0,00      0,28      0,05      0,00     99,49
09:24:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:24:49          1      0,43      0,00      0,11      0,00      0,00     99,47
09:24:49          2      0,20      0,00      0,90      0,20      0,00     98,70
09:24:49          3      0,10      0,00      0,10      0,00      0,00     99,80
09:24:59        all      0,15      0,00      0,41      0,05      0,00     99,39
09:24:59          0      0,10      0,00      0,10      0,00      0,00     99,80
09:24:59          1      0,11      0,00      0,11      0,00      0,00     99,79
09:24:59          2      0,40      0,00      1,40      0,20      0,00     97,99
09:24:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:25:09        all      0,08      0,00      0,41      0,08      0,00     99,44
09:25:09          0      0,20      0,00      0,80      0,00      0,00     99,00
09:25:09          1      0,00      0,00      0,11      0,11      0,00     99,79
09:25:09          2      0,10      0,00      0,60      0,10      0,00     99,20
09:25:09          3      0,00      0,00      0,10      0,10      0,00     99,80
09:25:19        all      0,08      0,00      0,33      0,03      0,00     99,57
09:25:19          0      0,30      0,00      1,10      0,00      0,00     98,60
09:25:19          1      0,00      0,00      0,00      0,00      0,00    100,00
09:25:19          2      0,00      0,00      0,20      0,00      0,00     99,80
09:25:19          3      0,00      0,00      0,00      0,10      0,00     99,90
09:25:29        all      0,08      0,00      0,38      0,00      0,00     99,54
09:25:29          0      0,30      0,00      1,30      0,00      0,00     98,40
09:25:29          1      0,00      0,00      0,11      0,00      0,00     99,89
09:25:29          2      0,00      0,00      0,00      0,00      0,00    100,00
09:25:29          3      0,00      0,00      0,10      0,00      0,00     99,90
09:25:39        all      0,15      0,00      0,43      0,08      0,00     99,34
09:25:39          0      0,40      0,00      1,50      0,00      0,00     98,10
09:25:39          1      0,11      0,00      0,11      0,00      0,00     99,79
09:25:39          2      0,00      0,00      0,10      0,00      0,00     99,90
09:25:39          3      0,10      0,00      0,00      0,30      0,00     99,60
09:25:49        all      0,13      0,00      0,31      0,05      0,00     99,52
09:25:49          0      0,40      0,00      1,20      0,00      0,00     98,40
09:25:49          1      0,00      0,00      0,00      0,11      0,00     99,89
09:25:49          2      0,10      0,00      0,00      0,00      0,00     99,90
09:25:49          3      0,00      0,00      0,00      0,10      0,00     99,90
09:25:59        all      0,13      0,00      0,36      0,00      0,00     99,52
09:25:59          0      0,50      0,00      1,30      0,00      0,00     98,20
09:25:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:25:59          2      0,00      0,00      0,00      0,00      0,00    100,00
09:25:59          3      0,00      0,00      0,10      0,00      0,00     99,90
09:26:09        all      0,13      0,00      0,36      0,03      0,00     99,49
09:26:09          0      0,30      0,00      1,20      0,00      0,00     98,50
09:26:09          1      0,00      0,00      0,11      0,00      0,00     99,89
09:26:09          2      0,20      0,00      0,10      0,00      0,00     99,70
09:26:09          3      0,00      0,00      0,00      0,10      0,00     99,90
09:26:19        all      0,18      0,00      0,43      0,08      0,00     99,31
09:26:19          0      0,40      0,00      1,50      0,00      0,00     98,10
09:26:19          1      0,00      0,00      0,11      0,00      0,00     99,89
09:26:19          2      0,30      0,00      0,10      0,00      0,00     99,60
09:26:19          3      0,00      0,00      0,00      0,30      0,00     99,70

09:26:19        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:26:29        all      0,15      0,00      0,41      0,05      0,00     99,39
09:26:29          0      0,30      0,00      1,40      0,00      0,00     98,30
09:26:29          1      0,00      0,00      0,11      0,11      0,00     99,79
09:26:29          2      0,30      0,00      0,10      0,00      0,00     99,60
09:26:29          3      0,00      0,00      0,00      0,10      0,00     99,90
09:26:39        all      0,15      0,00      0,38      0,08      0,00     99,39
09:26:39          0      0,00      0,00      0,00      0,00      0,00    100,00
09:26:39          1      0,21      0,00      0,64      0,00      0,00     99,15
09:26:39          2      0,30      0,00      0,90      0,00      0,00     98,80
09:26:39          3      0,10      0,00      0,00      0,30      0,00     99,60
09:26:49        all      0,08      0,00      0,38      0,00      0,00     99,54
09:26:49          0      0,00      0,00      0,10      0,00      0,00     99,90
09:26:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:26:49          2      0,30      0,00      1,40      0,00      0,00     98,29
09:26:49          3      0,00      0,00      0,00      0,00      0,00    100,00
09:26:59        all      0,08      0,00      0,33      0,05      0,00     99,54
09:26:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:26:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:26:59          2      0,30      0,00      1,20      0,00      0,00     98,50
09:26:59          3      0,00      0,00      0,10      0,20      0,00     99,70
09:27:09        all      0,10      0,00      0,36      0,05      0,00     99,49
09:27:09          0      0,00      0,00      0,00      0,00      0,00    100,00
09:27:09          1      0,00      0,00      0,00      0,11      0,00     99,89
09:27:09          2      0,30      0,00      1,40      0,00      0,00     98,30
09:27:09          3      0,10      0,00      0,00      0,10      0,00     99,80
09:27:19        all      0,08      0,00      0,38      0,03      0,00     99,52
09:27:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:27:19          1      0,00      0,00      0,00      0,00      0,00    100,00
09:27:19          2      0,30      0,00      1,40      0,00      0,00     98,30
09:27:19          3      0,00      0,00      0,10      0,10      0,00     99,80
09:27:29        all      0,08      0,00      0,38      0,03      0,00     99,52
09:27:29          0      0,00      0,00      0,00      0,00      0,00    100,00
09:27:29          1      0,00      0,00      0,11      0,00      0,00     99,89
09:27:29          2      0,30      0,00      1,40      0,00      0,00     98,30
09:27:29          3      0,00      0,00      0,00      0,10      0,00     99,90
09:27:39        all      0,10      0,00      0,38      0,00      0,00     99,52
09:27:39          0      0,00      0,00      0,10      0,00      0,00     99,90
09:27:39          1      0,00      0,00      0,00      0,00      0,00    100,00
09:27:39          2      0,40      0,00      1,40      0,00      0,00     98,20
09:27:39          3      0,00      0,00      0,00      0,00      0,00    100,00
09:27:49        all      0,13      0,00      0,36      0,08      0,00     99,44
09:27:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:27:49          1      0,00      0,00      0,00      0,11      0,00     99,89
09:27:49          2      0,40      0,00      1,40      0,00      0,00     98,20
09:27:49          3      0,10      0,00      0,00      0,20      0,00     99,70
09:27:59        all      0,08      0,00      0,33      0,03      0,00     99,57
09:27:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:27:59          1      0,00      0,00      0,11      0,00      0,00     99,89
09:27:59          2      0,30      0,00      1,20      0,00      0,00     98,50
09:27:59          3      0,00      0,00      0,00      0,10      0,00     99,90
09:28:09        all      0,08      0,00      0,38      0,03      0,00     99,52
09:28:09          0      0,00      0,00      0,00      0,00      0,00    100,00
09:28:09          1      0,00      0,00      0,00      0,00      0,00    100,00
09:28:09          2      0,30      0,00      1,40      0,00      0,00     98,30
09:28:09          3      0,00      0,00      0,10      0,10      0,00     99,80

09:28:09        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:28:19        all      0,10      0,00      0,41      0,05      0,00     99,44
09:28:19          0      0,00      0,00      0,10      0,00      0,00     99,90
09:28:19          1      0,00      0,00      0,11      0,00      0,00     99,89
09:28:19          2      0,40      0,00      1,40      0,00      0,00     98,20
09:28:19          3      0,00      0,00      0,00      0,20      0,00     99,80
09:28:29        all      0,08      0,00      0,31      0,03      0,00     99,59
09:28:29          0      0,00      0,00      0,00      0,00      0,00    100,00
09:28:29          1      0,00      0,00      0,00      0,11      0,00     99,89
09:28:29          2      0,30      0,00      1,20      0,00      0,00     98,50
09:28:29          3      0,00      0,00      0,00      0,00      0,00    100,00
09:28:39        all      0,13      0,00      0,23      0,08      0,00     99,57
09:28:39          0      0,10      0,00      0,00      0,00      0,00     99,90
09:28:39          1      0,00      0,00      0,00      0,00      0,00    100,00
09:28:39          2      0,30      0,00      0,80      0,00      0,00     98,90
09:28:39          3      0,10      0,00      0,10      0,30      0,00     99,50
09:28:49        all      0,08      0,00      0,33      0,03      0,00     99,57
09:28:49          0      0,00      0,00      0,10      0,00      0,00     99,90
09:28:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:28:49          2      0,30      0,00      1,20      0,00      0,00     98,50
09:28:49          3      0,00      0,00      0,00      0,10      0,00     99,90
09:28:59        all      0,08      0,00      0,43      0,03      0,00     99,47
09:28:59          0      0,00      0,00      0,10      0,00      0,00     99,90
09:28:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:28:59          2      0,30      0,00      1,60      0,00      0,00     98,10
09:28:59          3      0,00      0,00      0,00      0,10      0,00     99,90
09:29:09        all      0,08      0,00      0,38      0,05      0,00     99,49
09:29:09          0      0,00      0,00      0,00      0,00      0,00    100,00
09:29:09          1      0,00      0,00      0,00      0,00      0,00    100,00
09:29:09          2      0,30      0,00      1,40      0,00      0,00     98,30
09:29:09          3      0,00      0,00      0,10      0,20      0,00     99,70
09:29:19        all      0,08      0,00      0,43      0,03      0,00     99,46
09:29:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:29:19          1      0,00      0,00      0,21      0,11      0,00     99,68
09:29:19          2      0,30      0,00      1,50      0,00      0,00     98,20
09:29:19          3      0,00      0,00      0,00      0,00      0,00    100,00
09:29:29        all      0,13      0,00      0,36      0,05      0,00     99,47
09:29:29          0      0,10      0,00      0,00      0,00      0,00     99,90
09:29:29          1      0,00      0,00      0,00      0,00      0,00    100,00
09:29:29          2      0,30      0,00      1,40      0,00      0,00     98,30
09:29:29          3      0,10      0,00      0,00      0,20      0,00     99,70
09:29:39        all      0,08      0,00      0,41      0,03      0,00     99,49
09:29:39          0      0,00      0,00      0,10      0,00      0,00     99,90
09:29:39          1      0,00      0,00      0,00      0,00      0,00    100,00
09:29:39          2      0,30      0,00      1,40      0,00      0,00     98,30
09:29:39          3      0,00      0,00      0,10      0,10      0,00     99,80
09:29:49        all      0,10      0,00      0,33      0,05      0,00     99,52
09:29:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:29:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:29:49          2      0,40      0,00      1,30      0,00      0,00     98,30
09:29:49          3      0,00      0,00      0,00      0,20      0,00     99,80
09:29:59        all      0,10      0,00      0,38      0,08      0,00     99,44
09:29:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:29:59          1      0,00      0,00      0,00      0,21      0,00     99,79
09:29:59          2      0,40      0,00      1,50      0,00      0,00     98,10
09:29:59          3      0,00      0,00      0,00      0,10      0,00     99,90

09:29:59        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:09        all      0,18      0,00      0,48      0,08      0,00     99,26
09:30:09          0      0,20      0,00      0,20      0,00      0,00     99,60
09:30:09          1      0,11      0,00      0,11      0,32      0,00     99,47
09:30:09          2      0,30      0,00      1,50      0,00      0,00     98,20
09:30:09          3      0,10      0,00      0,10      0,00      0,00     99,80
09:30:19        all      0,18      0,00      0,28      0,10      0,00     99,44
09:30:19          0      0,50      0,00      0,20      0,00      0,00     99,30
09:30:19          1      0,00      0,00      0,00      0,32      0,00     99,68
09:30:19          2      0,20      0,00      0,90      0,00      0,00     98,90
09:30:19          3      0,00      0,00      0,00      0,10      0,00     99,90
09:30:29        all      0,15      0,00      0,41      0,00      0,00     99,44
09:30:29          0      0,20      0,00      0,10      0,00      0,00     99,70
09:30:29          1      0,21      0,00      1,50      0,00      0,00     98,29
09:30:29          2      0,10      0,00      0,10      0,00      0,00     99,80
09:30:29          3      0,10      0,00      0,00      0,00      0,00     99,90
09:30:39        all      0,08      0,00      0,46      0,10      0,00     99,36
09:30:39          0      0,20      0,00      1,30      0,00      0,00     98,50
09:30:39          1      0,11      0,00      0,43      0,32      0,00     99,15
09:30:39          2      0,00      0,00      0,00      0,00      0,00    100,00
09:30:39          3      0,00      0,00      0,10      0,10      0,00     99,80
09:30:49        all      0,10      0,00      0,41      0,05      0,00     99,44
09:30:49          0      0,40      0,00      1,60      0,00      0,00     98,00
09:30:49          1      0,00      0,00      0,00      0,11      0,00     99,89
09:30:49          2      0,00      0,00      0,00      0,00      0,00    100,00
09:30:49          3      0,00      0,00      0,00      0,10      0,00     99,90
09:30:59        all      0,13      0,00      0,31      0,00      0,00     99,57
09:30:59          0      0,40      0,00      1,20      0,00      0,00     98,40
09:30:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:30:59          2      0,10      0,00      0,00      0,00      0,00     99,90
09:30:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:31:09        all      0,08      0,00      0,38      0,03      0,00     99,52
09:31:09          0      0,30      0,00      1,50      0,00      0,00     98,20
09:31:09          1      0,00      0,00      0,00      0,00      0,00    100,00
09:31:09          2      0,00      0,00      0,00      0,10      0,00     99,90
09:31:09          3      0,00      0,00      0,00      0,00      0,00    100,00
09:31:19        all      0,08      0,00      0,38      0,00      0,00     99,54
09:31:19          0      0,30      0,00      1,20      0,00      0,00     98,50
09:31:19          1      0,00      0,00      0,11      0,00      0,00     99,89
09:31:19          2      0,00      0,00      0,10      0,00      0,00     99,90
09:31:19          3      0,00      0,00      0,10      0,00      0,00     99,90
09:31:29        all      0,13      0,00      0,38      0,03      0,00     99,47
09:31:29          0      0,50      0,00      1,40      0,00      0,00     98,10
09:31:29          1      0,00      0,00      0,11      0,00      0,00     99,89
09:31:29          2      0,00      0,00      0,00      0,10      0,00     99,90
09:31:29          3      0,00      0,00      0,00      0,00      0,00    100,00
09:31:39        all      0,10      0,00      0,38      0,13      0,00     99,39
09:31:39          0      0,20      0,00      1,40      0,00      0,00     98,40
09:31:39          1      0,21      0,00      0,11      0,11      0,00     99,57
09:31:39          2      0,00      0,00      0,00      0,30      0,00     99,70
09:31:39          3      0,00      0,00      0,00      0,10      0,00     99,90
09:31:49        all      0,13      0,00      0,36      0,05      0,00     99,47
09:31:49          0      0,20      0,00      0,50      0,00      0,00     99,30
09:31:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:31:49          2      0,30      0,00      0,80      0,20      0,00     98,69
09:31:49          3      0,00      0,00      0,10      0,00      0,00     99,90

09:31:49        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:31:59        all      0,08      0,00      0,38      0,05      0,00     99,49
09:31:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:31:59          1      0,00      0,00      0,11      0,00      0,00     99,89
09:31:59          2      0,30      0,00      1,40      0,20      0,00     98,10
09:31:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:32:09        all      0,13      0,00      0,28      0,03      0,00     99,57
09:32:09          0      0,10      0,00      0,10      0,00      0,00     99,80
09:32:09          1      0,43      0,00      0,96      0,00      0,00     98,61
09:32:09          2      0,00      0,00      0,10      0,10      0,00     99,80
09:32:09          3      0,00      0,00      0,00      0,00      0,00    100,00
09:32:19        all      0,13      0,00      0,38      0,08      0,00     99,42
09:32:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:32:19          1      0,32      0,00      1,49      0,00      0,00     98,19
09:32:19          2      0,10      0,00      0,00      0,20      0,00     99,70
09:32:19          3      0,10      0,00      0,10      0,10      0,00     99,70
09:32:29        all      0,08      0,00      0,25      0,08      0,00     99,59
09:32:29          0      0,00      0,00      0,00      0,00      0,00    100,00
09:32:29          1      0,32      0,00      1,07      0,00      0,00     98,61
09:32:29          2      0,00      0,00      0,00      0,30      0,00     99,70
09:32:29          3      0,00      0,00      0,00      0,00      0,00    100,00
09:32:39        all      0,08      0,00      0,36      0,05      0,00     99,52
09:32:39          0      0,00      0,00      0,10      0,00      0,00     99,90
09:32:39          1      0,32      0,00      1,39      0,00      0,00     98,29
09:32:39          2      0,00      0,00      0,00      0,20      0,00     99,80
09:32:39          3      0,00      0,00      0,00      0,00      0,00    100,00
09:32:49        all      0,10      0,00      0,36      0,03      0,00     99,52
09:32:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:32:49          1      0,43      0,00      1,39      0,00      0,00     98,19
09:32:49          2      0,00      0,00      0,10      0,10      0,00     99,80
09:32:49          3      0,00      0,00      0,00      0,00      0,00    100,00
09:32:59        all      0,10      0,00      0,33      0,08      0,00     99,49
09:32:59          0      0,10      0,00      0,00      0,00      0,00     99,90
09:32:59          1      0,32      0,00      1,39      0,00      0,00     98,29
09:32:59          2      0,00      0,00      0,00      0,30      0,00     99,70
09:32:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:33:09        all      0,10      0,00      0,41      0,03      0,00     99,47
09:33:09          0      0,00      0,00      0,00      0,00      0,00    100,00
09:33:09          1      0,32      0,00      1,50      0,00      0,00     98,18
09:33:09          2      0,00      0,00      0,10      0,10      0,00     99,80
09:33:09          3      0,10      0,00      0,10      0,00      0,00     99,80
09:33:19        all      0,10      0,00      0,38      0,10      0,00     99,41
09:33:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:33:19          1      0,43      0,00      1,60      0,11      0,00     97,87
09:33:19          2      0,00      0,00      0,00      0,30      0,00     99,70
09:33:19          3      0,00      0,00      0,00      0,00      0,00    100,00
09:33:29        all      0,10      0,00      0,41      0,03      0,00     99,47
09:33:29          0      0,00      0,00      0,10      0,00      0,00     99,90
09:33:29          1      0,43      0,00      1,50      0,00      0,00     98,08
09:33:29          2      0,00      0,00      0,10      0,10      0,00     99,80
09:33:29          3      0,00      0,00      0,00      0,00      0,00    100,00
09:33:39        all      0,05      0,00      0,33      0,05      0,00     99,57
09:33:39          0      0,00      0,00      0,00      0,00      0,00    100,00
09:33:39          1      0,21      0,00      1,28      0,00      0,00     98,50
09:33:39          2      0,00      0,00      0,10      0,20      0,00     99,70
09:33:39          3      0,00      0,00      0,00      0,00      0,00    100,00

09:33:39        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:33:49        all      0,13      0,00      0,43      0,05      0,00     99,39
09:33:49          0      0,00      0,00      0,10      0,00      0,00     99,90
09:33:49          1      0,53      0,00      1,71      0,11      0,00     97,65
09:33:49          2      0,00      0,00      0,00      0,10      0,00     99,90
09:33:49          3      0,00      0,00      0,00      0,00      0,00    100,00
09:33:59        all      0,05      0,00      0,31      0,00      0,00     99,64
09:33:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:33:59          1      0,21      0,00      1,28      0,00      0,00     98,50
09:33:59          2      0,00      0,00      0,00      0,00      0,00    100,00
09:33:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:34:09        all      0,10      0,00      0,43      0,03      0,00     99,44
09:34:09          0      0,00      0,00      0,00      0,00      0,00    100,00
09:34:09          1      0,32      0,00      1,61      0,00      0,00     98,07
09:34:09          2      0,00      0,00      0,20      0,10      0,00     99,70
09:34:09          3      0,10      0,00      0,00      0,00      0,00     99,90
09:34:19        all      0,08      0,00      0,31      0,03      0,00     99,59
09:34:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:34:19          1      0,11      0,00      0,43      0,00      0,00     99,47
09:34:19          2      0,20      0,00      0,80      0,10      0,00     98,90
09:34:19          3      0,00      0,00      0,00      0,00      0,00    100,00
09:34:29        all      0,10      0,00      0,46      0,03      0,00     99,41
09:34:29          0      0,00      0,00      0,00      0,00      0,00    100,00
09:34:29          1      0,00      0,00      0,11      0,00      0,00     99,89
09:34:29          2      0,40      0,00      1,60      0,10      0,00     97,90
09:34:29          3      0,00      0,00      0,10      0,00      0,00     99,90
09:34:39        all      0,10      0,00      0,38      0,08      0,00     99,44
09:34:39          0      0,00      0,00      0,10      0,00      0,00     99,90
09:34:39          1      0,00      0,00      0,00      0,00      0,00    100,00
09:34:39          2      0,30      0,00      1,40      0,20      0,00     98,09
09:34:39          3      0,10      0,00      0,00      0,10      0,00     99,80
09:34:49        all      0,10      0,00      0,36      0,03      0,00     99,52
09:34:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:34:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:34:49          2      0,40      0,00      1,30      0,10      0,00     98,20
09:34:49          3      0,00      0,00      0,10      0,00      0,00     99,90
09:34:59        all      0,13      0,00      0,33      0,05      0,00     99,49
09:34:59          0      0,10      0,00      0,00      0,00      0,00     99,90
09:34:59          1      0,00      0,00      0,00      0,00      0,00    100,00
09:34:59          2      0,40      0,00      1,30      0,10      0,00     98,20
09:34:59          3      0,00      0,00      0,00      0,10      0,00     99,90
09:35:09        all      0,15      0,00      0,43      0,05      0,00     99,36
09:35:09          0      0,00      0,00      0,10      0,00      0,00     99,90
09:35:09          1      0,32      0,00      0,11      0,00      0,00     99,57
09:35:09          2      0,30      0,00      1,40      0,20      0,00     98,09
09:35:09          3      0,00      0,00      0,10      0,00      0,00     99,90
09:35:19        all      0,13      0,00      0,41      0,00      0,00     99,47
09:35:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:35:19          1      0,32      0,00      0,00      0,00      0,00     99,68
09:35:19          2      0,20      0,00      1,60      0,00      0,00     98,20
09:35:19          3      0,00      0,00      0,00      0,00      0,00    100,00
09:35:29        all      0,15      0,00      0,41      0,05      0,00     99,39
09:35:29          0      0,10      0,00      0,00      0,00      0,00     99,90
09:35:29          1      0,00      0,00      0,11      0,00      0,00     99,89
09:35:29          2      0,50      0,00      1,50      0,10      0,00     97,90
09:35:29          3      0,00      0,00      0,00      0,10      0,00     99,90

09:35:29        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:35:39        all      0,15      0,00      0,38      0,10      0,00     99,36
09:35:39          0      0,50      0,00      1,40      0,00      0,00     98,10
09:35:39          1      0,00      0,00      0,11      0,11      0,00     99,79
09:35:39          2      0,00      0,00      0,00      0,30      0,00     99,70
09:35:39          3      0,10      0,00      0,00      0,00      0,00     99,90
09:35:49        all      0,13      0,00      0,43      0,03      0,00     99,41
09:35:49          0      0,40      0,00      0,60      0,00      0,00     99,00
09:35:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:35:49          2      0,10      0,00      1,00      0,10      0,00     98,80
09:35:49          3      0,00      0,00      0,10      0,00      0,00     99,90
09:35:59        all      0,15      0,00      0,41      0,03      0,00     99,41
09:35:59          0      0,20      0,00      0,00      0,00      0,00     99,80
09:35:59          1      0,00      0,00      0,00      0,11      0,00     99,89
09:35:59          2      0,40      0,00      1,60      0,00      0,00     98,00
09:35:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:36:09        all      0,15      0,00      0,41      0,05      0,00     99,39
09:36:09          0      0,30      0,00      0,10      0,00      0,00     99,60
09:36:09          1      0,00      0,00      0,00      0,00      0,00    100,00
09:36:09          2      0,30      0,00      1,30      0,20      0,00     98,20
09:36:09          3      0,00      0,00      0,20      0,00      0,00     99,80
09:36:19        all      0,18      0,00      0,46      0,00      0,00     99,36
09:36:19          0      0,30      0,00      0,10      0,00      0,00     99,60
09:36:19          1      0,11      0,00      0,11      0,00      0,00     99,79
09:36:19          2      0,30      0,00      1,60      0,00      0,00     98,10
09:36:19          3      0,00      0,00      0,00      0,00      0,00    100,00
09:36:29        all      0,15      0,00      0,36      0,03      0,00     99,47
09:36:29          0      0,30      0,00      0,00      0,00      0,00     99,70
09:36:29          1      0,00      0,00      0,00      0,00      0,00    100,00
09:36:29          2      0,30      0,00      1,30      0,10      0,00     98,30
09:36:29          3      0,00      0,00      0,10      0,00      0,00     99,90
09:36:39        all      0,15      0,00      0,41      0,08      0,00     99,36
09:36:39          0      0,40      0,00      0,10      0,00      0,00     99,50
09:36:39          1      0,00      0,00      0,00      0,11      0,00     99,89
09:36:39          2      0,20      0,00      1,50      0,20      0,00     98,09
09:36:39          3      0,00      0,00      0,00      0,00      0,00    100,00
09:36:49        all      0,15      0,00      0,33      0,03      0,00     99,49
09:36:49          0      0,30      0,00      0,00      0,00      0,00     99,70
09:36:49          1      0,00      0,00      0,00      0,00      0,00    100,00
09:36:49          2      0,30      0,00      1,20      0,10      0,00     98,40
09:36:49          3      0,00      0,00      0,10      0,00      0,00     99,90
09:36:59        all      0,18      0,00      0,41      0,03      0,00     99,39
09:36:59          0      0,30      0,00      0,10      0,00      0,00     99,60
09:36:59          1      0,00      0,00      0,11      0,00      0,00     99,89
09:36:59          2      0,40      0,00      1,40      0,10      0,00     98,10
09:36:59          3      0,00      0,00      0,00      0,00      0,00    100,00
09:37:09        all      0,10      0,00      0,43      0,03      0,00     99,44
09:37:09          0      0,20      0,00      0,30      0,00      0,00     99,50
09:37:09          1      0,00      0,00      0,11      0,00      0,00     99,89
09:37:09          2      0,20      0,00      1,30      0,10      0,00     98,40
09:37:09          3      0,00      0,00      0,00      0,00      0,00    100,00
09:37:19        all      0,05      0,00      0,38      0,05      0,00     99,52
09:37:19          0      0,00      0,00      0,00      0,00      0,00    100,00
09:37:19          1      0,21      0,00      1,49      0,11      0,00     98,19
09:37:19          2      0,00      0,00      0,00      0,10      0,00     99,90
09:37:19          3      0,00      0,00      0,10      0,00      0,00     99,90

09:37:19        CPU     %user     %nice   %system   %iowait    %steal     %idle
09:37:29        all      0,10      0,00      0,41      0,03      0,00     99,47
09:37:29          0      0,00      0,00      0,10      0,00      0,00     99,90
09:37:29          1      0,21      0,00      1,60      0,00      0,00     98,19
09:37:29          2      0,20      0,00      0,00      0,10      0,00     99,70
09:37:29          3      0,00      0,00      0,00      0,00      0,00    100,00
09:37:39        all      0,15      0,00      0,33      0,03      0,00     99,49
09:37:39          0      0,10      0,00      0,00      0,00      0,00     99,90
09:37:39          1      0,32      0,00      1,28      0,00      0,00     98,40
09:37:39          2      0,20      0,00      0,10      0,10      0,00     99,60
09:37:39          3      0,00      0,00      0,00      0,00      0,00    100,00
09:37:49        all      0,18      0,00      0,38      0,03      0,00     99,42
09:37:49          0      0,00      0,00      0,00      0,00      0,00    100,00
09:37:49          1      0,43      0,00      1,49      0,00      0,00     98,08
09:37:49          2      0,30      0,00      0,10      0,10      0,00     99,50
09:37:49          3      0,00      0,00      0,00      0,00      0,00    100,00
09:37:59        all      0,08      0,00      0,33      0,05      0,00     99,54
09:37:59          0      0,00      0,00      0,00      0,00      0,00    100,00
09:37:59          1      0,32      0,00      1,29      0,11      0,00     98,29
09:37:59          2      0,00      0,00      0,00      0,10      0,00     99,90
09:37:59          3      0,00      0,00      0,10      0,00      0,00     99,90
09:38:09        all      0,13      0,00      0,31      0,03      0,00     99,54
