Linux 6.17.0-20-generic (ubuntu) 	21.04.2026 	_x86_64_	(4 CPU)

09:09:49          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:18:19        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19          sda      0,90      0,00     12,00      0,00     13,33      0,00      1,44      0,10
09:18:19         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19         sda2      0,90      0,00     12,00      0,00     13,33      0,00      1,44      0,10
09:18:19        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:19        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29          sda      0,20      0,00      1,60      0,00      8,00      0,00      1,50      0,03
09:18:29         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29         sda2      0,20      0,00      1,60      0,00      8,00      0,00      1,50      0,03
09:18:29        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:29        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39          sda      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:18:39         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39         sda2      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:18:39        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:39        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49          sda      0,30      0,00      3,20      0,00     10,67      0,00      3,33      0,09
09:18:49         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49         sda2      0,30      0,00      3,20      0,00     10,67      0,00      3,33      0,09
09:18:49        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:49        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59          sda      1,00      0,00     12,40      0,00     12,40      0,00      1,90      0,16
09:18:59         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59         sda2      1,00      0,00     12,40      0,00     12,40      0,00      1,90      0,16
09:18:59        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:18:59        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09          sda      0,20      0,00      1,60      0,00      8,00      0,00      7,50      0,15
09:19:09         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09         sda2      0,20      0,00      1,60      0,00      8,00      0,00      7,50      0,15
09:19:09        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:09        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19          sda      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:19:19         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19         sda2      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:19:19        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:19        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29          sda      0,30      0,00      2,80      0,00      9,33      0,00      2,67      0,07
09:19:29         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29         sda2      0,30      0,00      2,80      0,00      9,33      0,00      2,67      0,07
09:19:29        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:29        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39          sda      0,80      0,00     11,60      0,00     14,50      0,00      2,25      0,15
09:19:39         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39         sda2      0,80      0,00     11,60      0,00     14,50      0,00      2,25      0,15
09:19:39        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:39        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49          sda      0,20      0,00      1,60      0,00      8,00      0,00      7,50      0,15
09:19:49         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49         sda2      0,20      0,00      1,60      0,00      8,00      0,00      7,50      0,15
09:19:49        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:49        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59          sda      0,20      0,00      1,60      0,00      8,00      0,00      4,50      0,10
09:19:59         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59         sda2      0,20      0,00      1,60      0,00      8,00      0,00      4,50      0,10
09:19:59        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:19:59        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09          sda      1,00      0,00      7,20      0,00      7,20      0,01      3,00      0,28
09:20:09         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09         sda2      1,00      0,00      7,20      0,00      7,20      0,00      3,00      0,28
09:20:09        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:09        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19          sda      1,40      0,00     18,00      0,00     12,86      0,01      2,86      0,32
09:20:19         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19         sda2      1,40      0,00     18,00      0,00     12,86      0,00      2,86      0,32
09:20:19        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:19        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29          sda      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:20:29         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29         sda2      0,20      0,00      1,60      0,00      8,00      0,00      5,00      0,09
09:20:29        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:29        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39          sda      2,80      0,00     19,20      0,00      6,86      0,01      1,71      0,36
09:20:39         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39         sda2      2,80      0,00     19,20      0,00      6,86      0,00      1,71      0,36
09:20:39        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:39        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49          sda      1,30      0,00     12,40      0,00      9,54      0,00      1,92      0,16
09:20:49         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49         sda2      1,30      0,00     12,40      0,00      9,54      0,00      1,92      0,16
09:20:49        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:49        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59          sda      0,30      0,00      5,20      0,00     17,33      0,00      1,67      0,05
09:20:59         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59         sda2      0,30      0,00      5,20      0,00     17,33      0,00      1,67      0,05
09:20:59        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:59        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09          sda      0,20      0,00      1,60      0,00      8,00      0,00      4,50      0,09
09:21:09         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09         sda2      0,20      0,00      1,60      0,00      8,00      0,00      4,50      0,09
09:21:09        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:09        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19          sda      0,50      0,00      9,60      0,00     19,20      0,00      3,80      0,18
09:21:19         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19         sda2      0,50      0,00      9,60      0,00     19,20      0,00      3,80      0,18
09:21:19        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:19        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29          sda      0,90      0,00      6,40      0,00      7,11      0,00      1,89      0,11
09:21:29         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29         sda2      0,90      0,00      6,40      0,00      7,11      0,00      1,89      0,11
09:21:29        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:29        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39          sda      0,50      0,00      6,80      0,00     13,60      0,00      5,20      0,25
09:21:39         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39         sda2      0,50      0,00      6,80      0,00     13,60      0,00      5,20      0,25
09:21:39        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:39        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49          sda      0,30      0,00      6,40      0,00     21,33      0,00      5,33      0,16
09:21:49         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49         sda2      0,30      0,00      6,40      0,00     21,33      0,00      5,33      0,16
09:21:49        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:49        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59          sda      0,90      0,00      5,60      0,00      6,22      0,00      2,33      0,18
09:21:59         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59         sda2      0,90      0,00      5,60      0,00      6,22      0,00      2,33      0,18
09:21:59        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:21:59        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09          sda      0,40      0,00      3,20      0,00      8,00      0,00      6,00      0,23
09:22:09         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09         sda2      0,40      0,00      3,20      0,00      8,00      0,00      6,00      0,23
09:22:09        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:09        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19          sda      0,60      0,00     11,60      0,00     19,33      0,00      4,33      0,25
09:22:19         sda1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19         sda2      0,60      0,00     11,60      0,00     19,33      0,00      4,33      0,25
09:22:19        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:19        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:22:29        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
